train_loss;valid_loss
0.07982405429209181;0.0476815328001976
0.028963781629116284;0.018379053100943565
0.019750307522807202;0.011052283458411694
0.01622874456376363;0.011890253983438015
0.015066037707928566;0.010611810721457005
0.013562201984188383;0.011252072639763355
0.013612208231013544;0.01349294651299715
0.012892022246493521;0.011953189969062805
0.012800017425148563;0.011136368848383427
0.011991149177234196;0.012486019171774387
0.011775014456019386;0.009539510123431683
0.010910355026130945;0.011071644723415375
0.01118628003598245;0.008535712026059628
0.010685138010900963;0.00984196551144123
0.010539513364609421;0.009451443329453468
0.010477071926326194;0.008688258938491344
0.010062051104199658;0.010019557550549507
0.009995987889966616;0.007191912736743689
0.009708592631223882;0.008990461938083172
0.009903769803279292;0.01037883386015892
0.00964885420719549;0.008546720258891582
0.009664554325459986;0.007622871082276106
0.009079628873788898;0.007998554036021233
0.00906830744011756;0.008156144991517067
0.009131911359891613;0.008062641136348248
0.008937180539747751;0.0098625048995018
0.009254970055410172;0.0069919670931994915
0.009087041591777905;0.007385293487459421
0.00920531027563721;0.00886500347405672
0.009322150517323498;0.008082509972155094
0.008875301901543954;0.012855477631092072
0.008808470080681228;0.008418976329267025
0.008259406674948906;0.008034653961658478
0.008306460695246798;0.008544554002583027
0.008411418426916013;0.007560512982308865
0.008276321384631519;0.009926681406795979
0.008226969158229016;0.009828449226915836
0.008120407765042817;0.009590513072907925
0.008178139178658521;0.008286488242447376
0.007887080821231237;0.009405945427715778
0.008063965891046528;0.008025703020393848
0.007765405747045891;0.007564473431557417
0.007845289441007604;0.008809459395706654
0.007971503975076503;0.008738263510167599
0.007793573110756478;0.007901385426521301
0.0077340052549335165;0.00962225440889597
0.007522974019592339;0.008030819706618786
0.007947417743870828;0.011373517103493214
0.007579568112139028;0.00923387985676527
0.007548749646340264;0.010143538936972618
0.007464733343601533;0.008643022738397121
0.00783685815276292;0.006572158541530371
0.007727219704004835;0.008774765767157078
0.007699943889715298;0.007624794729053974
0.0072961980418810544;0.010026942007243633
0.007446040778470819;0.008034517988562584
0.007149791998499942;0.008882634341716766
0.007284696797944994;0.006439525634050369
0.0075252966012348595;0.008155358955264091
0.007742220917709779;0.00840017106384039
0.007111313876002742;0.008717752061784267
0.007211947886165146;0.010748280212283134
0.007250477768573842;0.009641297161579132
0.007237083393557601;0.008706413209438324
0.007509919212587742;0.010126798413693905
0.007609590579407299;0.00819171778857708
0.007059381105632553;0.009192346595227718
0.0071299960915461825;0.008110006339848042
0.007022632284583982;0.008405240252614021
0.0076572681146945525;0.008928320370614529
0.0070468940998617115;0.008370688185095787
0.006872199397413696;0.007746272720396519
